"Periodo","Mes","Codigo_departamento","Departamento","Codigo_municipio","Municipio","Nombre_comercial","Bandera","Direccion","Producto","Precio","Estado"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS ESSO SAN DIEGO","MOBIL","AVENIDA CARRERA 19 No. 29-41","GASOLINA EXTRA OXIGENADA","17.130","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EL EXITO VIA AL LLANO","MOBIL","AUTOPISTA AL LLANO KILÓMETRO 0","GASOLINA CORRIENTE OXIGENADA","9.224","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EL EXITO VIA AL LLANO","MOBIL","AUTOPISTA AL LLANO KILÓMETRO 0","BIODIESEL EXTRA","8.995","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EL EXITO VIA AL LLANO","MOBIL","AUTOPISTA AL LLANO KILÓMETRO 0","GASOLINA EXTRA OXIGENADA","16.585","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","SERVICENTRO ESSO LA FLORESTA ESTACION DE SERVICIO AUTOMOTRIZ","MOBIL","AVENIDA CARRERA 68 No. 94A-36","BIODIESEL EXTRA","8.790","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","SERVICENTRO ESSO LA FLORESTA ESTACION DE SERVICIO AUTOMOTRIZ","MOBIL","AVENIDA CARRERA 68 No. 94A-36","GASOLINA CORRIENTE OXIGENADA","8.999","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","SERVICENTRO ESSO LA FLORESTA ESTACION DE SERVICIO AUTOMOTRIZ","MOBIL","AVENIDA CARRERA 68 No. 94A-36","GASOLINA EXTRA OXIGENADA","15.890","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION SOCOMBUSTIBLES S.A.S","PETROBRAS","CARRERA 2 No. 192-54","GASOLINA CORRIENTE OXIGENADA","9.289","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION SOCOMBUSTIBLES S.A.S","PETROBRAS","CARRERA 2 No. 192-54","BIODIESEL EXTRA","9.099","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS SAN LUIS","BIOMAX","CALLE 63 No. 20-18","GASOLINA CORRIENTE OXIGENADA","9.290","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS SAN LUIS","BIOMAX","CALLE 63 No. 20-18","GASOLINA EXTRA OXIGENADA","16.690","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS SAN LUIS","BIOMAX","CALLE 63 No. 20-18","BIODIESEL EXTRA","9.090","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO MONTEVIDEO","MOBIL","CALLE 13 No. 68D-84","GASOLINA CORRIENTE OXIGENADA","9.100","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO MONTEVIDEO","MOBIL","CALLE 13 No. 68D-84","BIODIESEL EXTRA","9.214","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO USME","TEXACO","CARRERA 3 No.  138F - 48 SUR","BIODIESEL EXTRA","9.152","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO USME","TEXACO","CARRERA 3 No.  138F - 48 SUR","GASOLINA CORRIENTE OXIGENADA","9.372","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","SERVICENTRO ESSO AV QUITO","MOBIL","CARRERA 30 No.53-82","GASOLINA CORRIENTE OXIGENADA","9.749","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","SERVICENTRO ESSO AV QUITO","MOBIL","CARRERA 30 No.53-82","GASOLINA EXTRA OXIGENADA","16.999","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","SERVICENTRO ESSO AV QUITO","MOBIL","CARRERA 30 No.53-82","BIODIESEL EXTRA","8.899","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS LA PELUZA","ESSO","CALLE 7 No. 16-25","GASOLINA CORRIENTE OXIGENADA","9.530","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS LA PELUZA","ESSO","CALLE 7 No. 16-25","BIODIESEL EXTRA","9.278","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS LA PELUZA","ESSO","CALLE 7 No. 16-25","GASOLINA CORRIENTE OXIGENADA","9.530","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS LA PELUZA","ESSO","CALLE 7 No. 16-25","BIODIESEL EXTRA","9.278","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS LA PELUZA","ESSO","CALLE 7 No. 16-25","BIODIESEL EXTRA","9.233","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS LA PELUZA","ESSO","CALLE 7 No. 16-25","GASOLINA CORRIENTE OXIGENADA","9.485","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO AUTO SERVICIO BRASILIA AV CIUDAD DE CALI","TEXACO","CALLE 87 BIS N. 85 - 70","GASOLINA CORRIENTE OXIGENADA","9.100","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO AUTO SERVICIO BRASILIA AV CIUDAD DE CALI","TEXACO","CALLE 87 BIS N. 85 - 70","BIODIESEL EXTRA","8.800","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS EGAS NORMANDIA","PETROBRAS","AVENIDA 72 No. 54A-24","BIODIESEL EXTRA","8.685","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS EGAS NORMANDIA","PETROBRAS","AVENIDA 72 No. 54A-24","GASOLINA CORRIENTE OXIGENADA","8.835","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO CALLE 14 Y DISTRIBUIDORA DE COMBUSTIBLES","MOBIL","Calle 14 No.43-82","GASOLINA CORRIENTE OXIGENADA","9.373","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO CALLE 14 Y DISTRIBUIDORA DE COMBUSTIBLES","MOBIL","Calle 14 No.43-82","BIODIESEL EXTRA","9.149","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO CALLE 14 Y DISTRIBUIDORA DE COMBUSTIBLES","MOBIL","Calle 14 No.43-82","GASOLINA EXTRA OXIGENADA","12.000","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS BRIO ALTAMAR","BIOMAX","TRANSVERSAL 86 No. 99-05 INTERIOR 1","GASOLINA CORRIENTE OXIGENADA","9.479","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS BRIO ALTAMAR","BIOMAX","TRANSVERSAL 86 No. 99-05 INTERIOR 1","BIODIESEL EXTRA","9.219","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","BRIO GAS","BIOMAX","Calle 146 A  No 95 - 59","BIODIESEL EXTRA","9.351","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","BRIO GAS","BIOMAX","Calle 146 A  No 95 - 59","GASOLINA CORRIENTE OXIGENADA","9.247","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","BRIO GAS","BIOMAX","Calle 146 A  No 95 - 59","GASOLINA EXTRA OXIGENADA","11.200","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO BOSA EL RECREO","BIOMAX","CARRERA 91 No. 62A-01 SUR","BIODIESEL EXTRA","9.123","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO BOSA EL RECREO","BIOMAX","CARRERA 91 No. 62A-01 SUR","GASOLINA CORRIENTE OXIGENADA","9.320","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO LA UNION ROMA","TERPEL","CARRERA 78 N BIS B No. 53-39 SUR","BIODIESEL EXTRA","8.904","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO LA UNION ROMA","TERPEL","CARRERA 78 N BIS B No. 53-39 SUR","GASOLINA CORRIENTE OXIGENADA","9.048","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS MOBIL LA ESPAÑOLA","MOBIL","AVENIDA CALLE 80 No. 86-94","BIODIESEL EXTRA","9.380","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS MOBIL LA ESPAÑOLA","MOBIL","AVENIDA CALLE 80 No. 86-94","GASOLINA EXTRA OXIGENADA","17.130","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS MOBIL LA ESPAÑOLA","MOBIL","AVENIDA CALLE 80 No. 86-94","GASOLINA CORRIENTE OXIGENADA","9.470","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO EL PORTAL","PETROBRAS","CARRERA 72 No. 163-10","BIODIESEL EXTRA","8.799","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO EL PORTAL","PETROBRAS","CARRERA 72 No. 163-10","GASOLINA CORRIENTE OXIGENADA","9.190","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO EL PORTAL","PETROBRAS","CARRERA 72 No. 163-10","GASOLINA EXTRA OXIGENADA","16.290","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS BRIO BARRIO COLOMBIA","BIOMAX","CARRERA 24 No. 71A-68","GASOLINA EXTRA OXIGENADA","15.890","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS BRIO BARRIO COLOMBIA","BIOMAX","CARRERA 24 No. 71A-68","GASOLINA CORRIENTE OXIGENADA","9.350","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS BRIO BARRIO COLOMBIA","BIOMAX","CARRERA 24 No. 71A-68","BIODIESEL EXTRA","9.360","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","REDH GALERIAS 53","BIOMAX","CARRERA 21 No 53-25 27","GASOLINA EXTRA OXIGENADA","15.790","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","REDH GALERIAS 53","BIOMAX","CARRERA 21 No 53-25 27","GASOLINA CORRIENTE OXIGENADA","8.890","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","REDH GALERIAS 53","BIOMAX","CARRERA 21 No 53-25 27","GASOLINA EXTRA OXIGENADA","15.390","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","REDH GALERIAS 53","BIOMAX","CARRERA 21 No 53-25 27","BIODIESEL EXTRA","8.730","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","REDH GALERIAS 53","BIOMAX","CARRERA 21 No 53-25 27","GASOLINA CORRIENTE OXIGENADA","8.890","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","REDH GALERIAS 53","BIOMAX","CARRERA 21 No 53-25 27","BIODIESEL EXTRA","8.730","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO AVENIDA 28","TERPEL","AVENIDA 28 No. 39B-67","GASOLINA EXTRA OXIGENADA","16.200","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO AVENIDA 28","TERPEL","AVENIDA 28 No. 39B-67","GASOLINA CORRIENTE OXIGENADA","8.990","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO AVENIDA 28","TERPEL","AVENIDA 28 No. 39B-67","BIODIESEL EXTRA","9.170","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO TEXACO SANTA MARIA DE LA BOYACA","TEXACO","CARRERA 17 No. 69B-69 SUR","GASOLINA CORRIENTE OXIGENADA","9.369","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO TEXACO SANTA MARIA DE LA BOYACA","TEXACO","CARRERA 17 No. 69B-69 SUR","BIODIESEL EXTRA","9.152","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO TEXACO SANTA MARIA DE LA BOYACA","TEXACO","CARRERA 17 No. 69B-69 SUR","GASOLINA EXTRA OXIGENADA","16.390","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO TERPEL JAVERIANA","TERPEL","CARRERA 7 Nº 39 - 45","GASOLINA EXTRA OXIGENADA","16.290","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO TERPEL JAVERIANA","TERPEL","CARRERA 7 Nº 39 - 45","BIODIESEL EXTRA","8.680","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO TERPEL JAVERIANA","TERPEL","CARRERA 7 Nº 39 - 45","GASOLINA CORRIENTE OXIGENADA","8.780","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO EXITO SUBA","MOBIL","AVENIDA CARRERA 104 No. 145 -15","BIODIESEL EXTRA","8.990","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO EXITO SUBA","MOBIL","AVENIDA CARRERA 104 No. 145 -15","GASOLINA CORRIENTE OXIGENADA","9.170","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO MATATIGRES","TERPEL","DIAGONAL 39A SUR No. 39-50","GASOLINA CORRIENTE OXIGENADA","8.680","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO MATATIGRES","TERPEL","DIAGONAL 39A SUR No. 39-50","GASOLINA EXTRA OXIGENADA","16.330","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO MATATIGRES","TERPEL","DIAGONAL 39A SUR No. 39-50","BIODIESEL EXTRA","8.560","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO TERPEL LA 49 NORMANDIA","TERPEL","CARRERA 72 No.  49-38-48","GASOLINA CORRIENTE OXIGENADA","8.840","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO TERPEL LA 49 NORMANDIA","TERPEL","CARRERA 72 No.  49-38-48","GASOLINA CORRIENTE OXIGENADA","8.840","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO TERPEL LA 49 NORMANDIA","TERPEL","CARRERA 72 No.  49-38-48","BIODIESEL EXTRA","8.690","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO TERPEL LA 49 NORMANDIA","TERPEL","CARRERA 72 No.  49-38-48","BIODIESEL EXTRA","8.690","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO TERPEL LA 49 NORMANDIA","TERPEL","CARRERA 72 No.  49-38-48","GASOLINA EXTRA OXIGENADA","16.340","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO TERPEL LA 49 NORMANDIA","TERPEL","CARRERA 72 No.  49-38-48","GASOLINA EXTRA OXIGENADA","16.340","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS TERPEL LA CONEJERA","TERPEL","CARRERA 98A No. 140B-60","GASOLINA CORRIENTE OXIGENADA","8.740","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS TERPEL LA CONEJERA","TERPEL","CARRERA 98A No. 140B-60","GASOLINA EXTRA OXIGENADA","16.330","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS TERPEL LA CONEJERA","TERPEL","CARRERA 98A No. 140B-60","BIODIESEL EXTRA","8.540","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO TERPEL MOTOMART","TERPEL","AVENIDA CARRERA 45 No. 242-34","GASOLINA EXTRA OXIGENADA","15.850","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO TERPEL MOTOMART","TERPEL","AVENIDA CARRERA 45 No. 242-34","GASOLINA CORRIENTE OXIGENADA","8.990","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO TERPEL MOTOMART","TERPEL","AVENIDA CARRERA 45 No. 242-34","BIODIESEL EXTRA","8.740","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS TERPEL EL GANADERO","TERPEL","CALLE 71 BIS SUR No. 17-88","GASOLINA EXTRA OXIGENADA","16.050","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS TERPEL EL GANADERO","TERPEL","CALLE 71 BIS SUR No. 17-88","GASOLINA CORRIENTE OXIGENADA","8.940","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS TERPEL EL GANADERO","TERPEL","CALLE 71 BIS SUR No. 17-88","BIODIESEL EXTRA","8.730","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS TERPEL VILLA CLAUDIA","TERPEL","AVENIDA CARRERA 68 No. 14-21 SUR","BIODIESEL EXTRA","8.690","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS TERPEL VILLA CLAUDIA","TERPEL","AVENIDA CARRERA 68 No. 14-21 SUR","GASOLINA CORRIENTE OXIGENADA","8.760","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS TERPEL VILLA CLAUDIA","TERPEL","AVENIDA CARRERA 68 No. 14-21 SUR","GASOLINA EXTRA OXIGENADA","16.330","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS TERPEL LAS VILLAS","TERPEL","CALLE 129 No. 57 B - 94","GASOLINA EXTRA OXIGENADA","16.490","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS TERPEL LAS VILLAS","TERPEL","CALLE 129 No. 57 B - 94","GASOLINA CORRIENTE OXIGENADA","9.390","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS TERPEL LAS VILLAS","TERPEL","CALLE 129 No. 57 B - 94","BIODIESEL EXTRA","9.190","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS TERPEL AVENIDA BOYACA","TERPEL","AVENIDA CARRERA 72 No. 77A-15","GASOLINA EXTRA OXIGENADA","16.250","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS TERPEL AVENIDA BOYACA","TERPEL","AVENIDA CARRERA 72 No. 77A-15","GASOLINA CORRIENTE OXIGENADA","9.090","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS TERPEL AVENIDA BOYACA","TERPEL","AVENIDA CARRERA 72 No. 77A-15","BIODIESEL EXTRA","8.840","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS TERPEL LA JUANA","TERPEL","AVENIDA CARRERA 7 No. 155-99","GASOLINA CORRIENTE OXIGENADA","8.960","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS TERPEL LA JUANA","TERPEL","AVENIDA CARRERA 7 No. 155-99","BIODIESEL EXTRA","8.840","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS TERPEL LA JUANA","TERPEL","AVENIDA CARRERA 7 No. 155-99","GASOLINA EXTRA OXIGENADA","16.290","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS TERPEL CENTRO BOGOTA","TERPEL","CARRERA 13 No.  16A-11","GASOLINA EXTRA OXIGENADA","16.300","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS TERPEL CENTRO BOGOTA","TERPEL","CARRERA 13 No.  16A-11","BIODIESEL EXTRA","8.980","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS TERPEL CENTRO BOGOTA","TERPEL","CARRERA 13 No.  16A-11","GASOLINA CORRIENTE OXIGENADA","8.820","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION SANTA MARTA DEL SUR","MOBIL","AVENIDA CARRERA 1 No. 69A-10 SUR","BIODIESEL EXTRA","8.894","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION SANTA MARTA DEL SUR","MOBIL","AVENIDA CARRERA 1 No. 69A-10 SUR","GASOLINA CORRIENTE OXIGENADA","9.116","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO LURIGER GAITAN","ESSO","TRANSVERSAL 56A No. 78-70","GASOLINA CORRIENTE OXIGENADA","9.372","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO LURIGER GAITAN","ESSO","TRANSVERSAL 56A No. 78-70","BIODIESEL EXTRA","9.152","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS BIOMAX 7 DE AGOSTO","BIOMAX","AVENIDA CALLE 68 No. 19-84","BIODIESEL EXTRA","9.165","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS BIOMAX 7 DE AGOSTO","BIOMAX","AVENIDA CALLE 68 No. 19-84","GASOLINA CORRIENTE OXIGENADA","9.105","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO LA HERRADURA","TERPEL","TRANSVERSAL 6B ESTE 40A 35 SUR","GASOLINA CORRIENTE OXIGENADA","9.189","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO LA HERRADURA","TERPEL","TRANSVERSAL 6B ESTE 40A 35 SUR","BIODIESEL EXTRA","9.019","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","COMBUSTIBLES Y LUBRICANTES EL PORTAL DE ALAMOS","TERPEL","Carrera 98 No.63-39","GASOLINA CORRIENTE OXIGENADA","9.069","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","COMBUSTIBLES Y LUBRICANTES EL PORTAL DE ALAMOS","TERPEL","Carrera 98 No.63-39","GASOLINA EXTRA OXIGENADA","15.829","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","COMBUSTIBLES Y LUBRICANTES EL PORTAL DE ALAMOS","TERPEL","Carrera 98 No.63-39","BIODIESEL EXTRA","8.929","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO TERPEL ESTRELLITA","TERPEL","CALLE 40 SUR 73 - 12","BIODIESEL EXTRA","9.047","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO TERPEL ESTRELLITA","TERPEL","CALLE 40 SUR 73 - 12","GASOLINA CORRIENTE OXIGENADA","9.397","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","TERPEL CALASANZ","TERPEL","AVENIDA CARRERA 45 No. 95-71","GASOLINA EXTRA OXIGENADA","16.495","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","TERPEL CALASANZ","TERPEL","AVENIDA CARRERA 45 No. 95-71","GASOLINA CORRIENTE OXIGENADA","9.372","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","TERPEL CALASANZ","TERPEL","AVENIDA CARRERA 45 No. 95-71","BIODIESEL EXTRA","9.152","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS ESSO ERMITA CAPILLA","MOBIL","TRANSVERSAL 14 No. 45-25 SUR","GASOLINA CORRIENTE OXIGENADA","9.370","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS ESSO ERMITA CAPILLA","MOBIL","TRANSVERSAL 14 No. 45-25 SUR","BIODIESEL EXTRA","9.290","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS ESSO CIUDAD SALITRE","MOBIL","CALLE 22C No. 68D-20","GASOLINA CORRIENTE OXIGENADA","9.370","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS ESSO CIUDAD SALITRE","MOBIL","CALLE 22C No. 68D-20","GASOLINA CORRIENTE OXIGENADA","9.370","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS ESSO CIUDAD SALITRE","MOBIL","CALLE 22C No. 68D-20","GASOLINA EXTRA OXIGENADA","17.530","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS ESSO CIUDAD SALITRE","MOBIL","CALLE 22C No. 68D-20","BIODIESEL EXTRA","9.260","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS ESSO CIUDAD SALITRE","MOBIL","CALLE 22C No. 68D-20","BIODIESEL EXTRA","9.260","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","EDS ESSO CIUDAD SALITRE","MOBIL","CALLE 22C No. 68D-20","GASOLINA EXTRA OXIGENADA","17.130","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO AUTOMOTRIZ EDS ESSO COMUNEROS","MOBIL","AVENIDA CALLE 6 No. 19 - 11","BIODIESEL EXTRA","9.290","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO AUTOMOTRIZ EDS ESSO COMUNEROS","MOBIL","AVENIDA CALLE 6 No. 19 - 11","GASOLINA EXTRA OXIGENADA","17.130","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO AUTOMOTRIZ EDS ESSO COMUNEROS","MOBIL","AVENIDA CALLE 6 No. 19 - 11","GASOLINA CORRIENTE OXIGENADA","9.530","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO AUTOMOTRIZ EDS ESSO LAS MARGARITAS","MOBIL","CALLE 145 No. 21-93","GASOLINA EXTRA OXIGENADA","17.130","A"
"2.022","2","11","BOGOTA D.C.","11.001","BOGOTA  D.C.","ESTACION DE SERVICIO AUTOMOTRIZ EDS ESSO LAS MARGARITAS","MOBIL","CALLE 145 No. 21-93","GASOLINA CORRIENTE OXIGENADA","9.330","A"
